,UKESM1-0-LL-r1i1p1f2,IPSL-CM6A-LR-r1i1p1f1,UKESM1-0-LL-r3i1p1f2,UKESM1-0-LL-r2i1p1f2,ACCESS-ESM1-5-r1i1p1f1,UKESM1-0-LL-r8i1p1f2,UKESM1-0-LL-r4i1p1f2,GFDL-ESM4-r1i1p1f1,CanESM5-r1i1p1f1
1994-06-01,15.154948783705885,13.307262770980067,12.669898058353665,12.49392840508245,12.724590957092502,13.319774296155884,13.11677500062361,14.937654742293114,13.686679280230567
1994-07-01,15.996724452320475,12.811629105262096,14.344541399615181,14.493944728272893,13.297514145006216,14.3940137825699,14.308254157574597,14.750755288310321,14.060709293174941
1994-08-01,16.74372395586756,14.61812695029608,15.535861467692662,14.248730648099125,14.089722432983036,16.38578765721758,14.770871649255724,15.320526425641573,14.420806060168468
1994-09-01,16.296565061532238,15.417615859152464,15.004473046255708,13.960918894610549,14.01968991964526,16.17666072470304,14.238520029123295,15.116885332916961,14.699242624105464
1994-10-01,12.840507228473678,14.671104722574995,14.754741023379806,13.731247321839547,13.10078128937212,13.945644029485836,12.450707622933033,12.684852756352385,13.937659726452594
1994-11-01,11.463787075059287,12.309296067810035,11.625381348911759,10.689807238777048,11.10065094769408,12.04332797271845,10.418339084616543,10.888380056035118,10.850370665515102
1994-12-01,10.074921346762814,9.966678934231886,10.224067600092162,8.869565318303293,9.32861304281498,10.861341726765632,8.976820217218268,9.871090790314136,9.72301257367305
1995-01-01,9.027365842929054,8.928026144273419,9.048516337270408,8.266465130910921,8.616724007186374,10.088539623330801,8.376662572047879,8.666228162342428,9.829411967289166
1995-02-01,8.118851864705139,9.35986660540096,8.81322500073333,7.753194227434053,8.068775915065237,9.432382145480911,7.553709725102397,7.6284233548229246,9.515235584005868
1995-03-01,7.909813168314312,9.156635953896934,9.200409963336764,7.473675690550937,8.169610230616271,9.596179923886078,8.150102753540535,8.602432543404818,7.2734086077972
1995-04-01,8.32039812218628,9.996206867378763,9.524637099294065,8.22679426079427,8.575652048726964,9.477475070281974,8.30782251746195,8.587738690772932,8.51460606806288
1995-05-01,9.898176380430444,10.467399413375464,11.334454938969865,10.428995391270133,10.546017103170488,11.229105762741131,10.291494452182283,10.281200301129095,11.495396701776588
1995-06-01,12.712156120620588,12.526839653402842,12.48008184323101,13.043831441257115,11.843034784919233,14.358741087539947,12.718344053436393,12.566418336352632,13.770376638033191
1995-07-01,13.728388997535136,15.549779769527042,13.432427013024249,14.39861016017698,13.716526471390582,14.97323679284245,13.768718585368381,12.696191657349207,14.158884050806037
1995-08-01,15.225535293370983,14.14985271536248,13.895679945315242,14.816306681563313,14.239928179759145,14.893870222219414,15.140345936721413,14.70159753086848,14.928162803924359
1995-09-01,14.947968395143793,13.908617917605875,12.962297010727431,13.394882855426733,14.221289450206024,15.482766085309686,14.005874551596081,14.004577174916859,14.208990408630477
1995-10-01,13.334533607363749,12.778556311138187,12.78720041979967,13.717048216592488,12.838518166207235,13.641197375641253,11.806489741075945,11.485512721418216,13.035924469828808
