,UKESM1-0-LL-r1i1p1f2,UKESM1-0-LL-r2i1p1f2,ACCESS-ESM1-5-r1i1p1f1,IPSL-CM6A-LR-r1i1p1f1,CanESM5-r1i1p1f1,UKESM1-0-LL-r3i1p1f2
2011-06-01,2.882792704193324,2.1152471064159504,2.5254191677221063,2.4937358576285518,2.4401400047306416,3.0275854617466798
2011-07-01,2.4638403118535623,1.8385877603849303,2.2476756667530484,2.1748247773152767,2.124572322948754,2.6747504770985575
2011-08-01,2.2310268500586803,1.6598867586050172,2.078794343188225,1.9702060355397435,2.1772286737556232,2.1815615747929127
2011-09-01,1.8081322821503527,1.5436466609662869,1.9852759173424623,1.8766876096939804,2.4024886774106924,2.0245523277209876
2011-10-01,1.5058597756183671,1.4734364575474137,1.8873791804881543,1.7787908728396726,2.2682636967631407,1.517046317446695
2011-11-01,1.7797264442899756,1.7771248935361597,2.1688033603684094,2.0602150527199274,2.4663968318975296,1.7587370210015234
2011-12-01,2.4764085525792923,2.450927840037548,2.865485468657726,2.7568971610092445,2.9166477723671846,2.7654907938592164
2012-01-01,3.310091660102778,3.2895286915832624,3.7462040492405553,3.5164816757337145,3.7778977949000048,3.5019520545888096
2012-02-01,3.651845846017412,3.622333481499284,4.087958235155189,3.858235861648348,4.400271232971165,4.210817544827783
2012-03-01,3.6208961328728058,3.62835908136911,4.057008522010581,3.8272861485037417,4.336968793434949,4.6259085462188745
