,UKESM1-0-LL-r1i1p1f2,UKESM1-0-LL-r2i1p1f2,ACCESS-ESM1-5-r1i1p1f1,IPSL-CM6A-LR-r1i1p1f1,CanESM5-r1i1p1f1,UKESM1-0-LL-r3i1p1f2
2008-11-01,4.011344178907374,3.9412872055161077,4.211708133925439,4.0403865182437135,4.1192431424643265,4.078463115444027
2008-12-01,5.275243166767753,5.2300883123197135,5.475607121785821,5.3042855061040965,5.383142130324707,5.263425474894211
2009-01-01,5.779779490259839,5.969815033484307,5.974870709619534,5.808057557508381,5.884839007407397,5.768272790277704
2009-02-01,5.845377930599573,6.469890621458379,6.040469149959269,5.873655997848116,5.950437447747133,6.39978347169739
2009-03-01,5.808669840812683,6.5797988046726505,5.990212864166617,5.823399712055464,5.900181161954483,6.60424951187658
2009-04-01,5.580806706799061,6.237201610281487,5.622425453058421,5.455612300947268,5.532393750846285,5.9632357749421265
2009-05-01,4.624876068523488,5.3982280684235775,4.774407086707357,4.6075939345962045,4.68437538449522,4.742661137141987
2009-06-01,3.6031641876232414,4.3823907193399325,3.79825540698294,3.631442254871786,3.7082237047708033,3.6359948502576067
2009-07-01,2.6700619456775097,3.3561044356114604,2.865153165037206,2.8279479668785106,2.7751214628250698,2.7903641143841633
2009-08-01,2.0293276681866788,2.529268641450975,2.2244188875463755,2.8166024878590714,2.134387185334239,2.1536060998347955
2009-09-01,1.8743233103809869,2.283517571565044,2.069414529740683,2.857379694165694,1.9793828275285463,1.8628819093528006
2009-10-01,2.3323045071103685,2.555918472238771,2.527395726470064,3.296941889633241,2.4373640242579278,2.3207978071282347
2009-11-01,4.007879761024714,3.9396663921963775,4.2029709803844115,4.5510838709181565,4.112939278172274,3.996373061042582
2009-12-01,5.271778748885095,5.203565380056758,5.466869968244792,5.480065831166806,5.376838266032655,5.260272048902962
2010-01-01,5.7763150723771775,5.709945308111769,5.966133556078504,5.804746276516093,5.878535143115346,6.168641928667467
2010-02-01,5.841913512716914,5.775543748451506,6.031731996418241,5.8694273078776575,5.9441335834550815,6.405400604009982
2010-03-01,5.791657226924263,5.725287462658852,5.981475710625589,5.8191710220850075,5.9187108371147765,6.3925069106757855
2010-04-01,5.423869815816065,5.531526340715033,5.613688299517392,5.4513836109768095,5.559576896619894,5.966760088305194
2010-05-01,4.575851449465002,4.746027183571393,4.765669933166328,4.6033652446257465,4.722950213634123,4.921727632354989
2010-06-01,3.5996997697405844,3.880883266083588,3.7895182534419103,3.6272135649013295,3.749113542029858,3.7625524446971186
2010-07-01,2.666597527794852,2.844927874360522,2.8564160114961776,2.744467239815424,2.8581715316209264,2.665586350153795
2010-08-01,2.0258632503040204,2.2837423506014147,2.2156817340053467,2.155916623092576,2.34095288480747,2.0281704641083906
2010-09-01,1.870858892498328,2.4256610255404314,2.060677376199654,1.9343246961920093,2.3474426868002745,1.8610495072230093
2010-10-01,2.3288400892277084,2.8472460147107874,2.518658572929035,2.356353884388453,2.7879510080755154,2.317644381136985
2010-11-01,4.004415343142056,4.1390441273465175,4.194233826843384,4.0319291383028,4.370235907858965,3.9932196350513323
2010-12-01,5.268314331002436,5.201944566737027,5.458132814703761,5.2958281261631805,5.552654714005945,5.257118622911713
2011-01-01,5.772850654494518,5.70832449479204,5.957396402537477,5.7996001775674655,5.9553864316213545,6.513167843417875
2011-02-01,5.838449094834256,5.773922935131775,6.022994842877213,5.87893028939836,6.048409758580832,6.843846478710629
2011-03-01,6.617809825632105,5.747183901491277,5.97273855708456,6.565514636588036,5.900734240452089,6.541932827069629
2011-04-01,6.2446932473677625,5.3558792382309255,5.604951145976363,6.079123253740418,5.5285739903774616,5.885838670977382
2011-05-01,5.30171444110526,4.622018355117159,4.756932779625299,4.765938011982864,4.671767655911116,5.049151741044881
2011-06-01,4.133424619182668,3.5317091921554447,3.7807810999008815,3.661106210335185,3.70774984193166,4.157758732660407
2011-07-01,3.0677143733485046,2.598606950209712,2.8476788579551484,2.7194876944096684,2.782636412515584,3.1787048938283418
2011-08-01,2.3602958107986005,1.9578726727188809,2.2069445804643184,2.0491483554943084,2.3723934267501456,2.27929542974966
2011-09-01,1.9583770853853348,1.80962980406318,2.0519402226586254,1.8941439976886159,2.362090594932025,2.0498663671200505
2011-10-01,2.343050802443261,2.2608495116425686,2.5099214193880064,2.352125194417997,2.773631514895948,2.3144909551457356
2011-11-01,4.0009509252593976,3.9498397828864373,4.185496673302353,4.027700448332343,4.317915321036535,3.9900662090600827
2011-12-01,5.264849913119777,5.200323753417297,5.4493956611627326,5.2915994361927225,5.3701417006698176,5.354033879985454
2012-01-01,5.7693862366118625,5.706703681472309,5.948659248996448,5.795371487597008,5.877834597243577,5.808015771371454
2012-02-01,5.834984676951598,5.772302121812045,6.014257689336183,5.860969927936745,6.237956941071513,6.127862285706141
2012-03-01,5.7847283911589455,5.752064594613228,5.964001403543531,5.810713642144092,6.1322530325885385,6.543325530547093
2012-04-01,5.416940980050748,5.710804023850911,5.596213992435335,5.442926231035896,5.778929425833477,6.247330619439215
2012-05-01,4.5689226136996846,4.5232425953619035,4.7481956260842715,4.594907864684833,5.003295074102555,5.3737896865707695
2012-06-01,3.5927709339752667,3.530088378835714,3.772043946359853,3.618756184960415,4.166446693868686,4.375872663908602
2012-07-01,2.6596686920295345,2.596986136889981,2.8389417044141205,2.6856539430146817,3.2120623336039404,3.4953687830190283
2012-08-01,2.0323466466493403,1.95625185939915,2.198207426923289,2.044919665523852,2.652103240889892,2.8654629365968303
