,UKESM1-0-LL-r3i1p1f2,UKESM1-0-LL-r2i1p1f2,IPSL-CM6A-LR-r1i1p1f1,ACCESS-ESM1-5-r1i1p1f1,UKESM1-0-LL-r1i1p1f2,CanESM5-r1i1p1f1
2008-02-01,6.843559505164897,6.9117639496786305,6.818596576651344,6.791006246183502,6.891729778400783,6.855758059999816
2008-03-01,6.906483351951424,6.974687796465157,6.81589452426463,6.85393009297003,6.9546536251873095,6.918681906786343
2008-04-01,6.933644783255504,7.001849227769238,6.823591233449626,6.881091524274111,6.9818150564913894,6.945843338090424
2008-05-01,6.809954616406838,6.87815906092057,6.784991687893286,6.757401357425443,6.858124889642722,6.822153171241756
2008-06-01,6.547732466659457,6.6159369111731925,6.522769538145907,6.495179207678063,6.595902739895343,6.559931021494377
2008-07-01,6.381171576526582,6.449376021040317,6.356208648013031,6.328618317545187,6.429341849762468,6.393370131361501
2008-08-01,6.244580970085405,6.31278541459914,6.219618041571852,6.1920277111040125,6.292751243321291,6.256779524920325
2008-09-01,6.196404945566615,6.264609390080349,6.171442017053063,6.14385168658522,6.244575218802501,6.2086035004015345
2008-10-01,6.32303694640793,6.391241390921666,6.298074017894379,6.270483687426536,6.371207219643817,6.33523550124285
2008-11-01,6.4017835522358775,6.469987996749612,6.303797786814751,6.349230293254484,6.4499538254717645,6.413982107070798
2008-12-01,6.5506438353087475,6.6188482798224815,6.5215491231909475,6.498090576327352,6.598814108544634,6.562842390143665
2009-01-01,6.7484044224831505,6.729724735720563,6.642204039805447,6.647337660616777,6.747795703849148,6.7435529633344515
2009-02-01,6.909253565466247,6.890573878703663,6.803053182788544,6.808186803599873,6.908644846832246,6.904402106317551
2009-03-01,6.972177412252775,6.9534977254901875,6.865977029575072,6.8711106503864015,6.9715686936187735,6.967325953104077
2009-04-01,6.999338843556856,6.980659156794269,6.893138460879152,6.898272081690482,6.9987301249228535,6.994487384408158
2009-05-01,6.875648676708188,6.856968989945601,6.769448294030484,6.7745819148418125,6.875039958074187,6.870797217559491
2009-06-01,6.4982483848143175,6.594746840198223,6.507226144283105,6.512359765094434,6.612817808326807,6.608575067812112
2009-07-01,6.4468656368279325,6.428185950065348,6.340665254150228,6.345798874961559,6.446256918193932,6.442014177679236
2009-08-01,6.310275030386758,6.29159534362417,6.204074647709053,6.209208268520381,6.309666311752754,6.305423571238059
