,UKESM1-0-LL-r3i1p1f2,UKESM1-0-LL-r2i1p1f2,IPSL-CM6A-LR-r1i1p1f1,ACCESS-ESM1-5-r1i1p1f1,UKESM1-0-LL-r1i1p1f2,CanESM5-r1i1p1f1
2000-06-01,6.774935860608343,6.7698079535569295,6.643620987058831,6.686437349178322,6.783173841357423,6.7498970218450625
2000-07-01,6.7351582435823145,6.7300303365308976,6.603843370032807,6.646659732152294,6.743396224331393,6.710119404819033
2000-08-01,6.71713388269384,6.712005975642427,6.58581900914433,6.62863537126382,6.725371863442921,6.69209504393056
2000-09-01,6.62169622877382,6.616568321722407,6.490381355224309,6.5331977173438,6.629934209522902,6.596657390010539
2000-10-01,6.602438843410442,6.59731093635903,6.471123969860932,6.5139403319804225,6.622636973921278,6.577400004647163
2000-11-01,6.59971909685803,6.594591189806618,6.4684042233085215,6.5112205854280125,6.607957077607111,6.574680258094752
2000-12-01,6.7532834166525975,6.748155509601183,6.621968543103084,6.664784905222576,6.761521397401675,6.728244577889314
2001-01-01,6.922118659157907,6.919553405871175,6.783987255043651,6.801123872453352,6.921353336373918,6.903631411782392
2001-02-01,7.073547069431808,7.070981816145077,6.9354156653175485,6.952552282727251,7.072781746647817,7.055059822056292
2001-03-01,7.161973342668282,7.159408089381549,7.023841938554026,7.040978555963728,7.161208019884295,7.143486095292769
2001-04-01,7.187058487384284,7.184493234097553,7.048927083270027,7.06606370067973,7.186293164600296,7.168571240008769
2001-05-01,6.999905421202105,6.997340167915372,6.861774017087848,6.8789106344975535,6.999140098418118,6.981418173826591
2001-06-01,6.7714708780209865,6.768905624734253,6.633339473906728,6.6504760913164285,6.770705555236996,6.752983630645471
2001-07-01,6.731693260994956,6.7291280077082245,6.593561856880701,6.610698474290402,6.730927938210968,6.713206013619442
2001-08-01,6.713668900106483,6.711103646819751,6.575537495992228,6.5926741134019275,6.7129035773224945,6.695181652730969
2001-09-01,6.618231246186463,6.6156659928997295,6.480099842072204,6.497236459481907,6.617465923402473,6.599743998810948
2001-10-01,6.598973860823084,6.596408607536353,6.4608424567088285,6.4779790741185295,6.5982085380390965,6.58048661344757
2001-11-01,6.596254114270673,6.593688860983943,6.458122710156416,6.475259327566119,6.595488791486684,6.57776686689516
2001-12-01,6.749818434065237,6.747253180778505,6.611687029950981,6.628823647360682,6.749053111281247,6.731331186689722
